ccode,abbreviation,period,styear,endyear,democracy,duration,war_years,cinc,tpop,dummy_EU,dummy_GATT,dummy_WTO,dummy_NATO,dummy_OECD,religion_max,religion_pop,gdpPercap
2,USA,UNITED STATES OF AMERICA 1800-2010,1800,2010,1,211,36,0.1480978429,312247,0,0,1,1,1,chrstgen,0.7454,54516.85638
20,CAN,CANADA 1867-2010,1867,2010,1,144,13,0.009663039818,34126,0,0,1,1,1,chrstgen,0.7661,44861.52396
31,BHS,BAHAMAS 1973-2010,1973,2010,1,38,0,2.39E-05,360,0,0,0,0,0,NA,NA,34688.0934
40,CUB,CUBA 1902-1908,1902,1908,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,CUB,CUBA 1909-1915,1909,1915,1,7,0,0.001177773345,2590,0,0,0,0,0,NA,NA,NA
40,CUB,CUBA 1916-1939,1916,1939,0,24,0,0.001586794853,4250,0,0,0,0,0,NA,NA,NA
40,CUB,CUBA 1940-1952,1940,1952,1,13,0,0.001493112766,5759,0,1,0,0,0,chrstgen,0.8851,NA
40,CUB,CUBA 1953-2010,1953,2010,0,58,4,0.001302937744,11282,0,0,1,0,0,chrstgen,0.6589,NA
41,HTI,HAITI 1820-2010,1820,2010,0,191,0,5.51E-04,9896,0,0,1,0,0,NA,NA,2932.279149
42,DOM,DOMINICAN REPUBLIC 1844-1965,1844,1965,0,122,0,5.24E-04,3806,0,1,0,0,0,chrstgen,0.967,6207.112113
42,DOM,DOMINICAN REPUBLIC 1966-2010,1966,2010,1,45,0,9.95E-04,10017,0,0,1,0,0,chrstgen,0.87,12677.01756
51,JAM,JAMAICA 1962-2010,1962,2010,1,49,0,1.71E-04,2741,0,0,1,0,0,chrstgen,0.6881,9700.027418
52,TTO,TRINIDAD & TOBAGO 1962-2010,1962,2010,1,49,0,5.04E-04,1328,0,0,1,0,0,NA,NA,27329.42469
53,BRB,BARBADOS 1966-2010,1966,2010,1,45,0,1.98E-05,280,0,0,1,0,0,NA,NA,16019.50743
54,DMA,DOMINICA 1978-2010,1978,2010,1,33,0,1.84E-06,71,0,0,1,0,0,chrstgen,0.92,12335.10993
55,GRD,GRENADA 1974-1978,1974,1978,1,5,0,5.19E-06,109,0,0,0,0,0,NA,NA,8571.903026
55,GRD,GRENADA 1979-1983,1979,1983,0,5,0,1.00E-05,91,0,0,0,0,0,NA,NA,8571.903026
55,GRD,GRENADA 1984-2010,1984,2010,1,27,0,2.83E-06,105,0,0,1,0,0,NA,NA,12493.88455
56,LCA,ST. LUCIA 1979-2010,1979,2010,1,32,0,4.71E-06,177,0,0,1,0,0,NA,NA,14448.2644
57,VCT,ST. VINCENT & GREN. 1979-2010,1979,2010,1,32,0,2.81E-06,109,0,0,1,0,0,NA,NA,11606.39756
58,ATG,ANTIGUA 1982-2003,1982,2003,0,22,0,3.06E-06,81,0,0,1,0,0,NA,NA,18237.26684
58,ATG,ANTIGUA 2004-2010,2004,2010,1,7,0,3.21E-06,87,0,0,1,0,0,NA,NA,18702.09038
60,KNA,ST. KITTS & NEVIS 1984-2010,1984,2010,1,27,0,1.45E-06,52,0,0,1,0,0,NA,NA,24572.83154
70,MEX,MEXICO 1822-1999,1822,1999,0,178,8,0.01458626986,97365,0,0,1,0,1,chrstgen,0.9715,17370.81291
70,MEX,MEXICO 2000-2010,2000,2010,1,11,0,0.01503483858,117886,0,0,1,0,1,chrstgen,0.9686,18036.71759
80,BLZ,BELIZE 1981-2010,1981,2010,1,30,0,1.90E-05,309,0,0,1,0,0,chrstgen,0.7365,8988.865136
89,NA,CENTRAL AMERICAN UNION 1824-NA,1824,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,GTM,GUATEMALA 1839-1944,1839,1944,0,106,3,4.97E-04,2390,0,0,0,0,0,NA,NA,NA
90,GTM,GUATEMALA 1945-1953,1945,1953,1,9,0,4.48E-04,3058,0,0,0,0,0,NA,NA,NA
90,GTM,GUATEMALA 1954-1957,1954,1957,0,4,0,4.49E-04,3451,0,0,0,0,0,NA,NA,NA
90,GTM,GUATEMALA 1958-1962,1958,1962,1,5,0,4.65E-04,4197,0,0,0,0,0,NA,NA,5561.070684
90,GTM,GUATEMALA 1963-1965,1963,1965,0,3,0,5.12E-04,4568,0,0,0,0,0,NA,NA,5561.070684
90,GTM,GUATEMALA 1966-1969,1966,1969,1,4,0,5.28E-04,5103,0,0,0,0,0,NA,NA,5561.070684
90,GTM,GUATEMALA 1970-1985,1970,1985,0,16,0,7.71E-04,7963,0,0,0,0,0,NA,NA,5561.070684
90,GTM,GUATEMALA 1986-2010,1986,2010,1,25,0,8.27E-04,14342,0,0,1,0,0,NA,NA,7335.988974
91,HND,HONDURAS 1839-1956,1839,1956,0,118,2,1.51E-04,1715,0,0,0,0,0,NA,NA,NA
91,HND,HONDURAS 1957-1962,1957,1962,1,6,0,2.22E-04,2066,0,0,0,0,0,NA,NA,3912.702045
91,HND,HONDURAS 1963-1970,1963,1970,0,8,1,2.92E-04,2639,0,0,0,0,0,NA,NA,3912.702045
91,HND,HONDURAS 1971-1972,1971,1972,1,1,0,3.33E-04,2805,0,0,0,0,0,NA,NA,3912.702045
91,HND,HONDURAS 1972-1981,1972,1981,0,10,0,4.09E-04,3821,0,0,0,0,0,NA,NA,3912.702045
91,HND,HONDURAS 1982-2008,1982,2008,1,27,0,4.66E-04,7322,0,0,1,0,0,NA,NA,4936.869076
91,HND,HONDURAS 2009-2010,2009,2010,0,1,0,4.70E-04,7621,0,0,1,0,0,NA,NA,4790.109573
91,HND,HONDURAS 2010-NA,2010,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,SLV,EL SALVADOR 1841-1983,1841,1983,0,143,5,5.93E-04,4724,0,0,0,0,0,chrstgen,0.8958,5191.971457
92,SLV,EL SALVADOR 1984-2010,1984,2010,1,27,0,4.19E-04,6218,0,0,1,0,0,chrstgen,0.67,7412.977803
93,NIC,NICARAGUA 1838-1983,1838,1983,0,146,1,6.11E-04,3058,0,1,0,0,0,chrstgen,0.951,3409.775932
93,NIC,NICARAGUA 1984-2010,1984,2010,1,27,0,3.52E-04,5822,0,0,1,0,0,chrstgen,0.9005,4586.873875
94,CRI,COSTA RICA 1838-1948,1838,1948,0,111,0,8.90E-05,750,0,0,0,0,0,NA,NA,NA
94,CRI,COSTA RICA 1949-2010,1949,2010,1,62,0,2.56E-04,4670,0,0,1,0,0,NA,NA,16667.01652
95,PAN,PANAMA 1903-1955,1903,1955,0,53,0,1.89E-04,919,0,0,0,0,0,chrstgen,0.99,NA
95,PAN,PANAMA 1956-1967,1956,1967,1,12,0,1.92E-04,1381,0,0,0,0,0,chrstgen,0.9646,10817.8448
95,PAN,PANAMA 1968-1990,1968,1990,0,23,0,2.91E-04,2398,0,0,0,0,0,chrstgen,0.956,10817.8448
95,PAN,PANAMA 1991-2010,1991,2010,1,20,0,2.65E-04,3678,0,0,1,0,0,chrstgen,0.9793,21455.68315
99,NA,GREAT COLOMBIA 1821-NA,1821,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,COL,COLOMBIA 1832-1936,1832,1936,0,105,1,0.002062494168,8360,0,0,0,0,0,NA,NA,NA
100,COL,COLOMBIA 1937-1947,1937,1947,1,11,0,0.002643311163,10800,0,0,0,0,0,chrstgen,0.9049,NA
100,COL,COLOMBIA 1948-1957,1948,1957,0,10,3,0.003079731949,14028,0,0,0,0,0,chrstgen,0.9641,NA
100,COL,COLOMBIA 1958-2010,1958,2010,1,53,0,0.007181158289,46445,0,0,1,0,0,chrstgen,0.9701,11890.20308
101,VEN,VENEZUELA 1830-1958,1830,1958,0,129,0,0.005976113956,6830,0,0,0,0,0,chrstgen,0.9285,NA
101,VEN,VENEZUELA 1959-2004,1959,2004,1,46,0,0.004629802424,26261,0,0,1,0,0,chrstgen,0.9417,NA
101,VEN,VENEZUELA 2005-2010,2005,2010,0,6,0,0.004417075776,29043,0,0,1,0,0,chrstgen,0.95,NA
110,GUY,GUYANA 1966-1991,1966,1991,0,26,0,6.93E-05,799,0,1,0,0,0,chrstgen,0.4221,5131.020155
110,GUY,GUYANA 1992-2010,1992,2010,1,19,0,3.37E-05,786,0,0,1,0,0,chrstgen,0.5575,9831.809397
115,SUR,SURINAME 1975-1979,1975,1979,1,5,0,5.61E-05,365,0,1,0,0,0,chrstgen,0.5955,13633.75079
115,SUR,SURINAME 1980-1987,1980,1987,0,8,0,7.62E-05,392,0,1,0,0,0,chrstgen,0.6276,13633.75079
115,SUR,SURINAME 1988-1989,1988,1989,1,2,0,7.72E-05,399,0,1,0,0,0,chrstgen,0.6276,13633.75079
115,SUR,SURINAME 1990-1991,1990,1991,0,1,0,8.78E-05,402,0,1,0,0,0,chrstgen,0.5855,13893.3089
115,SUR,SURINAME 1991-2010,1991,2010,1,20,0,4.59E-05,525,0,0,1,0,0,chrstgen,0.48,18255.62582
130,ECU,ECUADOR 1830-1947,1830,1947,0,118,1,7.61E-04,2940,0,0,0,0,0,chrstcat,0.9,NA
130,ECU,ECUADOR 1830-1947,1830,1947,0,118,1,7.61E-04,2940,0,0,0,0,0,chrstgen,0.9,NA
130,ECU,ECUADOR 1948-1962,1948,1962,1,15,0,7.86E-04,4706,0,0,0,0,0,chrstcat,0.9252,8120.001161
130,ECU,ECUADOR 1948-1962,1948,1962,1,15,0,7.86E-04,4706,0,0,0,0,0,chrstgen,0.9252,8120.001161
130,ECU,ECUADOR 1963-1978,1963,1978,0,16,0,0.001074414467,7528,0,0,0,0,0,chrstgen,0.9359,8120.001161
130,ECU,ECUADOR 1979-1999,1979,1999,1,21,1,0.001567084459,12411,0,0,1,0,0,chrstgen,0.9623,8263.37727
130,ECU,ECUADOR 2000-2002,2000,2002,0,3,0,0.001487089088,13030,0,0,1,0,0,chrstgen,0.9076,8589.283867
130,ECU,ECUADOR 2003-2010,2003,2010,1,8,0,0.001556409174,15001,0,0,1,0,0,chrstgen,0.903,10355.82266
135,PER,PERU 1820-1955,1820,1955,0,136,6,0.001539078075,8790,0,1,0,0,0,chrstcat,0.9296,NA
135,PER,PERU 1820-1955,1820,1955,0,136,6,0.001539078075,8790,0,1,0,0,0,chrstgen,0.9296,NA
135,PER,PERU 1820-1955,1820,1955,0,136,6,0.001539078075,8790,0,1,0,0,0,chrstcat,0.9296,NA
135,PER,PERU 1820-1955,1820,1955,0,136,6,0.001539078075,8790,0,1,0,0,0,chrstgen,0.9296,NA
135,PER,PERU 1956-1961,1956,1961,1,6,0,0.00191325089,10217,0,1,0,0,0,chrstcat,0.9627,5240.257623
135,PER,PERU 1956-1961,1956,1961,1,6,0,0.00191325089,10217,0,1,0,0,0,chrstgen,0.9627,5240.257623
135,PER,PERU 1962-1963,1962,1963,0,1,0,0.002092014067,10826,0,1,0,0,0,chrstcat,0.9627,5240.257623
135,PER,PERU 1962-1963,1962,1963,0,1,0,0.002092014067,10826,0,1,0,0,0,chrstgen,0.9627,5240.257623
135,PER,PERU 1963-1967,1963,1967,1,5,0,0.00228588446,12132,0,1,0,0,0,chrstgen,0.9612,5240.257623
135,PER,PERU 1968-1979,1968,1979,0,12,0,0.003114372492,16867,0,1,0,0,0,chrstgen,0.9599,5240.257623
135,PER,PERU 1980-1989,1980,1989,1,10,0,0.003191168653,21113,0,1,0,0,0,chrstgen,0.9749,5240.257623
135,PER,PERU 1990-2000,1990,2000,0,11,1,0.00320010609,25662,0,0,1,0,0,chrstgen,0.917,6375.616316
135,PER,PERU 2001-2010,2001,2010,1,10,0,0.003244317137,29263,0,0,1,0,0,chrstgen,0.938,9996.937323
140,BRA,BRAZIL 1824-1945,1824,1945,0,122,11,0.01114074979,46215,0,0,0,0,0,chrstgen,0.992,NA
140,BRA,BRAZIL 1946-1963,1946,1963,1,18,0,0.01617214456,79543,0,1,0,0,0,chrstgen,0.9772,10401.84244
140,BRA,BRAZIL 1964-1984,1964,1984,0,21,0,0.02405217849,129273,0,1,0,0,0,chrstgen,0.987,10401.84244
140,BRA,BRAZIL 1985-2010,1985,2010,1,26,0,0.02539067715,195210,0,0,1,0,0,chrstgen,0.8823,14824.74115
145,BOL,BOLIVIA 1825-1978,1825,1978,0,154,9,6.68E-04,5108,0,0,0,0,0,chrstgen,0.9817,4437.866827
145,BOL,BOLIVIA 1979-1980,1979,1980,1,1,0,7.23E-04,5355,0,0,0,0,0,chrstgen,0.9884,4437.866827
145,BOL,BOLIVIA 1980-1981,1980,1981,0,2,0,7.46E-04,5459,0,0,0,0,0,chrstgen,0.9884,4437.866827
145,BOL,BOLIVIA 1982-2010,1982,2010,1,29,0,0.001103855553,10157,0,0,1,0,0,chrstgen,0.9426,6499.818153
150,PRY,PARAGUAY 1811-2002,1811,2002,0,192,11,5.35E-04,5571,0,0,1,0,0,NA,NA,8515.946667
150,PRY,PARAGUAY 2003-2010,2003,2010,1,8,0,5.12E-04,6460,0,0,1,0,0,NA,NA,11281.25573
155,CHL,CHILE 1818-1908,1818,1908,0,91,7,0.002696397947,3250,0,0,0,0,0,NA,NA,NA
155,CHL,CHILE 1909-1924,1909,1924,1,16,0,0.003002350917,4020,0,0,0,0,0,NA,NA,NA
155,CHL,CHILE 1925-1931,1925,1931,0,7,0,0.002562419744,4430,0,0,0,0,0,NA,NA,NA
155,CHL,CHILE 1932-1972,1932,1972,1,41,0,0.002494018292,9851,0,1,0,0,0,chrstgen,0.9395,9701.823791
155,CHL,CHILE 1973-1989,1973,1989,0,17,0,0.002590046264,12961,0,1,0,0,0,chrstgen,0.9367,9701.823791
155,CHL,CHILE 1990-2010,1990,2010,1,21,0,0.002534318715,17151,0,0,1,0,1,chrstgen,0.9128,21225.10386
160,ARG,ARGENTINA 1825-1911,1825,1911,0,87,8,0.006035225,7070,0,0,0,0,0,NA,NA,NA
160,ARG,ARGENTINA 1912-1930,1912,1930,1,19,0,0.00754555501,12050,0,0,0,0,0,NA,NA,NA
160,ARG,ARGENTINA 1931-1957,1931,1957,0,27,0,0.007370784413,19625,0,0,0,0,0,chrstgen,0.9095,NA
160,ARG,ARGENTINA 1958-1961,1958,1961,1,4,0,0.006801324897,20951,0,0,0,0,0,chrstgen,0.9519,14136.5254
160,ARG,ARGENTINA 1962-1963,1962,1963,0,1,0,0.006813426968,21616,0,0,0,0,0,chrstgen,0.9519,14136.5254
160,ARG,ARGENTINA 1963-1965,1963,1965,1,3,0,0.006999047007,22283,0,0,0,0,0,chrstgen,0.9613,14136.5254
160,ARG,ARGENTINA 1966-1972,1966,1972,0,7,0,0.006002558395,24770,0,1,0,0,0,chrstgen,0.9689,14136.5254
160,ARG,ARGENTINA 1973-1975,1973,1975,1,3,0,0.00588294398,26049,0,1,0,0,0,chrstgen,0.96,14136.5254
160,ARG,ARGENTINA 1976-1982,1976,1982,0,7,1,0.006810177118,28966,0,1,0,0,0,chrstgen,0.9403,14136.5254
160,ARG,ARGENTINA 1983-2010,1983,2010,1,28,0,0.005621771794,40374,0,0,1,0,0,chrstgen,0.8515,23521.27018
165,URY,URUGUAY 1830-1918,1830,1918,0,89,0,8.31E-04,1430,0,0,0,0,0,NA,NA,NA
165,URY,URUGUAY 1919-1933,1919,1933,1,15,0,9.95E-04,1820,0,0,0,0,0,NA,NA,NA
165,URY,URUGUAY 1934-1942,1934,1942,0,9,0,8.86E-04,2010,0,0,0,0,0,NA,NA,NA
165,URY,URUGUAY 1943-1972,1943,1972,1,30,0,6.29E-04,2820,0,1,0,0,0,NA,NA,11039.80741
165,URY,URUGUAY 1973-1984,1973,1984,0,12,0,5.60E-04,2989,0,1,0,0,0,NA,NA,11039.80741
165,URY,URUGUAY 1985-2010,1985,2010,1,26,0,5.19E-04,3372,0,0,1,0,0,NA,NA,19331.8489
200,GBR,UNITED KINGDOM 1800-1884,1800,1884,0,85,6,0.2080531865,35724,0,0,0,0,0,NA,NA,NA
200,GBR,UNITED KINGDOM 1885-2010,1885,2010,1,126,23,0.01563422009,62066,1,0,1,1,1,NA,NA,42270.43429
205,IRL,IRELAND 1921-1922,1921,1922,0,1,0,0.002510393737,3022,0,0,0,0,0,NA,NA,NA
205,IRL,IRELAND 1922-2010,1922,2010,1,89,0,5.70E-04,4468,1,0,1,0,1,NA,NA,53500.91489
210,NLD,NETHERLANDS 1815-1896,1815,1896,0,82,0,0.008236071095,4890,0,0,0,0,0,NA,NA,NA
210,NLD,NETHERLANDS 1897-2010,1897,2010,1,114,5,0.004594293889,16615,1,0,1,1,1,NA,NA,52032.9865
211,BEL,BELGIUM 1830-1893,1830,1893,0,64,0,0.0163794253,6262,0,0,0,0,0,NA,NA,NA
211,BEL,BELGIUM 1894-2010,1894,2010,1,117,9,0.003238908947,10941,1,0,1,1,1,chrstgen,0.692,47972.55884
212,LUX,LUXEMBOURG 1867-1889,1867,1889,0,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,LUX,LUXEMBOURG 1890-2010,1890,2010,1,121,0,3.73E-04,508,1,0,1,1,1,chrstgen,0.9106,114343.9881
220,FRA,FRANCE 1800-1847,1800,1847,0,48,1,0.146441415,35470,0,0,0,0,0,NA,NA,NA
220,FRA,FRANCE 1848-1851,1848,1851,1,4,1,0.1277583838,35800,0,0,0,0,0,NA,NA,NA
220,FRA,FRANCE 1852-1870,1852,1870,0,19,11,0.1273982078,38440,0,0,0,0,0,NA,NA,NA
220,FRA,FRANCE 1871-1939,1871,1939,1,69,13,0.03959609941,41900,0,0,0,0,0,NA,NA,NA
220,FRA,FRANCE 1940-1945,1940,1945,0,6,5,0.01794537716,39700,0,0,0,0,0,NA,NA,NA
220,FRA,FRANCE 1946-2010,1946,2010,1,65,8,0.01598995365,63231,1,0,1,1,1,NA,NA,42145.68195
221,MCO,MONACO 1994-2010,1994,2010,1,17,0,2.16E-06,37,0,0,0,0,0,NA,NA,NA
223,LIE,LIECHSTENSTEIN 1991-2010,1991,2010,1,20,0,2.13E-06,36,0,0,1,0,0,chrstgen,0.8678,NA
225,CHE,SWITZERLAND 1848-2010,1848,2010,1,163,0,0.001397253247,7831,0,0,1,0,1,NA,NA,66133.28839
230,ESP,SPAIN 1800-1930,1800,1930,0,131,8,0.01536011323,23330,0,0,0,0,0,NA,NA,NA
230,ESP,SPAIN 1931-1936,1931,1936,1,6,0,0.01831227168,24810,0,0,0,0,0,NA,NA,NA
230,ESP,SPAIN 1937-1976,1937,1976,0,40,2,0.01183643844,35971,0,1,0,0,1,NA,NA,27528.41325
230,ESP,SPAIN 1977-2010,1977,2010,1,34,0,0.008541628718,46182,1,0,1,1,1,NA,NA,37298.4693
232,AND,ANDORRA 1994-2010,1994,2010,1,17,0,2.50E-06,78,0,0,0,0,0,chrstgen,0.907,NA
235,PRT,PORTUGAL 1800-1910,1800,1910,0,111,0,0.004110770766,5890,0,0,0,0,0,NA,NA,NA
235,PRT,PORTUGAL 1911-1925,1911,1925,1,15,3,0.003602559911,6400,0,0,0,0,0,NA,NA,NA
235,PRT,PORTUGAL 1926-1975,1926,1975,0,50,0,0.001881732256,9093,0,1,0,1,1,NA,NA,23556.85621
235,PRT,PORTUGAL 1976-2010,1976,2010,1,35,0,0.001745367539,10590,1,0,1,1,1,NA,NA,31798.15381
245,NA,BAVARIA 1800-NA,1800,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,DEU,GERMANY 1800-1918,1800,1918,0,119,11,0.1724337339,66811,0,0,0,0,0,NA,NA,NA
255,DEU,GERMANY 1919-1932,1919,1932,1,14,2,0.0700436905,64911,0,0,0,0,0,NA,NA,NA
255,DEU,GERMANY 1933-1945,1933,1945,0,13,7,0.07987657189,89697,0,0,0,0,0,NA,NA,NA
255,DEU,GERMANY 1990-2010,1990,2010,1,21,1,0.01950611547,83017,1,0,1,1,1,NA,NA,46999.23997
260,DEU,"GERMANY, WEST 1949-1990",1949,1990,1,42,0,0.02771139331,63253,NA,NA,NA,NA,NA,NA,NA,36699.4817
265,DDR,"GERMANY, EAST 1945-NA",1945,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,BADEN 1819-NA,1819,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,NA,SAXONY 1806-NA,1806,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,NA,WURTTEMBERG 1800-1871,1800,1871,0,72,2,0.001003721845,1806,0,0,0,0,0,NA,NA,NA
290,POL,POLAND 1918-1925,1918,1925,1,8,3,0.02261375263,29486,0,0,0,0,0,NA,NA,NA
290,POL,POLAND 1926-1988,1926,1988,0,63,1,0.01237980742,37862,0,1,0,0,0,chrstgen,0.9663,11259.43745
290,POL,POLAND 1989-2010,1989,2010,1,22,0,0.005660888739,38199,1,0,1,1,1,chrstgen,0.9046,23692.90923
305,AUT,AUSTRIA 1800-1919,1800,1919,0,120,0,0.006554689258,6420,0,0,0,0,0,NA,NA,NA
305,AUT,AUSTRIA 1920-1932,1920,1932,1,13,0,0.005137770902,6725,0,0,0,0,0,NA,NA,NA
