ccode,abbreviation,period,styear,endyear,democracy,duration,war_years,cinc,tpop,dummy_EU,dummy_GATT,dummy_WTO,dummy_NATO,dummy_OECD,religion_max,religion_pop,gdpPercap
552,ZWE,ZIMBABWE 1965-2010,1965,2010,0,46,0,8.53E-04,13077,0,0,1,0,0,NA,NA,1799.540233
553,MWI,MALAWI 1964-1993,1964,1993,0,30,0,4.77E-04,9135,0,1,0,0,0,NA,NA,965.3834739
553,MWI,MALAWI 1994-2010,1994,2010,1,17,0,6.53E-04,15014,0,0,1,0,0,NA,NA,1357.871724
560,ZAF,SOUTH AFRICA 1910-1993,1910,1993,0,84,9,0.008136440068,39628,0,1,0,0,0,NA,NA,9555.986762
560,ZAF,SOUTH AFRICA 1994-2010,1994,2010,1,17,0,0.007093760651,51452,0,0,1,0,0,NA,NA,13469.36113
564,NA,ORANGE FREE STATE 1854-1902,1854,1902,1,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NAM,NAMIBIA 1990-2010,1990,2010,0,21,0,2.02E-04,2179,0,0,1,0,0,chrstgen,0.87,9115.506508
570,LSO,LESOTHO 1966-2001,1966,2001,0,36,0,1.06E-04,2153,0,0,1,0,0,NA,NA,1774.556117
570,LSO,LESOTHO 2002-2010,2002,2010,1,9,0,8.21E-05,2009,0,0,1,0,0,NA,NA,2315.276789
571,BWA,BOTSWANA 1966-2010,1966,2010,1,45,0,2.02E-04,1969,0,0,1,0,0,NA,NA,12653.37065
572,SWZ,SWAZILAND 1968-2010,1968,2010,0,43,0,5.82E-05,1193,0,0,1,0,0,chrstgen,0.8056,7221.335964
580,MDG,MADAGASCAR 1960-1992,1960,1992,0,33,0,6.95E-04,13504,0,1,0,0,0,NA,NA,1614.09342
580,MDG,MADAGASCAR 1993-2008,1993,2008,1,16,0,8.23E-04,19927,0,0,1,0,0,NA,NA,1657.823589
580,MDG,MADAGASCAR 2009-2010,2009,2010,0,2,0,8.37E-04,21080,0,0,1,0,0,NA,NA,1511.98673
581,COM,COMOROS 1975-2005,1975,2005,0,31,0,2.43E-05,601,0,0,0,0,0,islmgen,0.9806,2905.689183
581,COM,COMOROS 1975-2005,1975,2005,0,31,0,2.43E-05,601,0,0,0,0,0,islmshi,0.9806,2905.689183
581,COM,COMOROS 1975-2005,1975,2005,0,31,0,2.43E-05,601,0,0,0,0,0,islmgen,0.9806,2905.689183
581,COM,COMOROS 1975-2005,1975,2005,0,31,0,2.43E-05,601,0,0,0,0,0,islmshi,0.9806,2905.689183
581,COM,COMOROS 2006-2010,2006,2010,1,5,0,2.59E-05,683,0,0,0,0,0,islmgen,0.9806,3025.517384
581,COM,COMOROS 2006-2010,2006,2010,1,5,0,2.59E-05,683,0,0,0,0,0,islmshi,0.9806,3025.517384
581,COM,COMOROS 2006-2010,2006,2010,1,5,0,2.59E-05,683,0,0,0,0,0,islmgen,0.9806,3025.517384
581,COM,COMOROS 2006-2010,2006,2010,1,5,0,2.59E-05,683,0,0,0,0,0,islmshi,0.9806,3025.517384
590,MUS,MAURITIUS 1968-2010,1968,2010,1,43,0,4.30E-05,1231,0,0,1,0,0,NA,NA,17311.62524
591,SYC,SEYCHELLES 1976-2010,1976,2010,0,35,0,4.94E-06,91,0,0,0,0,0,NA,NA,21322.5387
600,MAR,MOROCCO 1800-1956,1800,1956,0,1,4,0.001564081758,10396,0,0,0,0,0,NA,NA,NA
600,MAR,MOROCCO 1956-2010,1956,2010,0,55,3,0.00381119363,31642,0,0,1,0,0,NA,NA,5841.878418
615,DZA,ALGERIA 1962-2010,1962,2010,0,49,0,0.003945479635,37063,0,0,1,0,0,NA,NA,11007.74661
616,TUN,TUNISIA 1956-2010,1956,2010,0,55,0,9.35E-04,10632,0,0,1,0,0,islmgen,0.99,10477.304
620,LBY,LIBYA 1951-2010,1951,2010,0,60,3,0.001658900874,6041,0,0,0,0,0,NA,NA,31394.16175
625,SDN,SUDAN 1956-1957,1956,1957,1,2,0,8.61E-04,10544,0,0,0,0,0,NA,NA,NA
625,SDN,SUDAN 1958-1964,1958,1964,0,7,0,8.87E-04,12102,0,0,0,0,0,NA,NA,2756.530029
625,SDN,SUDAN 1965-1968,1965,1968,1,4,0,9.44E-04,13195,0,0,0,0,0,NA,NA,2756.530029
625,SDN,SUDAN 1969-1985,1969,1985,0,17,0,0.001835906762,22109,0,0,0,0,0,NA,NA,2756.530029
625,SDN,SUDAN 1986-1988,1986,1988,1,3,0,0.001925896038,24245,0,0,0,0,0,NA,NA,2756.530029
625,SDN,SUDAN 1989-2010,1989,2010,0,22,0,0.002597327344,35652,0,0,0,0,0,NA,NA,4745.297363
630,IRN,IRAN 1800-2010,1800,2010,0,211,11,0.01400143467,74462,0,0,0,0,0,islmgen,0.99,15099.46019
640,TUR,TURKEY 1800-1960,1800,1960,0,161,30,0.007119866554,27506,0,1,0,1,0,islmgen,0.9907,12535.91964
640,TUR,TURKEY 1800-1960,1800,1960,0,161,30,0.007119866554,27506,0,1,0,1,0,islmsun,0.9907,12535.91964
640,TUR,TURKEY 1800-1960,1800,1960,0,161,30,0.007119866554,27506,0,1,0,1,0,islmgen,0.9907,12535.91964
640,TUR,TURKEY 1800-1960,1800,1960,0,161,30,0.007119866554,27506,0,1,0,1,0,islmsun,0.9907,12535.91964
640,TUR,TURKEY 1961-1979,1961,1979,1,19,1,0.009968070313,53531,0,1,0,1,1,islmgen,0.9857,12535.91964
640,TUR,TURKEY 1961-1979,1961,1979,1,19,1,0.009968070313,53531,0,1,0,1,1,islmsun,0.9857,12535.91964
640,TUR,TURKEY 1980-1982,1980,1982,0,3,0,0.01001853868,46688,0,1,0,1,1,islmgen,0.9901,12535.91964
640,TUR,TURKEY 1980-1982,1980,1982,0,3,0,0.01001853868,46688,0,1,0,1,1,islmsun,0.9901,12535.91964
640,TUR,TURKEY 1983-2010,1983,2010,1,28,1,0.01543213613,72138,0,0,1,1,1,islmgen,0.9858,19790.0686
640,TUR,TURKEY 1983-2010,1983,2010,1,28,1,0.01543213613,72138,0,0,1,1,1,islmsun,0.9858,19790.0686
640,TUR,TURKEY 1983-2010,1983,2010,1,28,1,0.01543213613,72138,0,0,1,1,1,islmgen,0.9858,19790.0686
640,TUR,TURKEY 1983-2010,1983,2010,1,28,1,0.01543213613,72138,0,0,1,1,1,islmsun,0.9858,19790.0686
645,IRQ,IRAQ 1932-2010,1932,2010,0,79,14,0.007615791168,30962,0,0,0,0,0,islmgen,0.95,8178.305252
651,EGY,EGYPT 1922-2010,1922,2010,0,89,7,0.01010406204,78076,0,0,1,0,0,islmgen,0.8643,9807.835612
652,SYR,SYRIA 1944-2010,1944,2010,0,67,5,0.004575358704,21533,0,0,0,0,0,islmgen,0.902,NA
660,LBN,LEBANON 1943-1970,1943,1970,0,28,1,4.93E-04,2469,0,0,0,0,0,NA,NA,5862.836598
660,LBN,LEBANON 1971-1975,1971,1975,1,5,0,5.32E-04,2767,0,0,0,0,0,NA,NA,5862.836598
660,LBN,LEBANON 1976-2010,1976,2010,0,35,0,9.50E-04,4341,0,0,0,0,0,NA,NA,19239.56483
663,JOR,JORDAN 1946-2010,1946,2010,0,65,3,0.001387308002,6455,0,0,1,0,0,islmgen,0.97,11866.88083
666,ISR,ISRAEL 1948-2010,1948,2010,1,63,7,0.004016940948,7420,0,0,1,0,1,judgen,0.731,34065.84203
670,SAU,SAUDI ARABIA 1926-2010,1926,2010,0,85,3,0.01266613603,27258,0,0,1,0,0,islmgen,0.9382,41056.54734
678,YEM,"YEMEN, NORTH 1918-NA",1918,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,YEM,YEMEN 1990-2010,1990,2010,0,21,0,0.001740889275,22763,0,0,0,0,0,islmgen,0.99,NA
680,YDR,"YEMEN, SOUTH 1967-NA",1967,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,KWT,KUWAIT 1961-2010,1961,2010,0,50,2,0.001753811492,2992,0,0,1,0,0,NA,NA,59780.02985
692,BHR,BAHRAIN 1971-2010,1971,2010,0,40,0,5.07E-04,1252,0,0,1,0,0,NA,NA,45600.06624
694,QAT,QATAR 1971-2010,1971,2010,0,40,1,0.001429798198,1750,0,0,1,0,0,islmgen,0.47,103902.5193
696,ARE,UNITED ARAB EMIRATES 1971-2010,1971,2010,0,40,1,0.003896541661,8442,0,0,1,0,0,NA,NA,54664.61174
698,OMN,OMAN 1800-2010,1800,2010,0,211,1,0.001245282474,2803,0,0,1,0,0,NA,NA,40819.93848
700,AFG,AFGHANISTAN 1800-2010,1800,2010,0,211,1,0.001836462645,28398,0,0,0,0,0,islmgen,0.9956,2026.163818
701,TKM,TURKMENISTAN 1991-2010,1991,2010,0,20,0,7.34E-04,5042,0,0,0,0,0,islmgen,0.89,8321.2196
701,TKM,TURKMENISTAN 1991-2010,1991,2010,0,20,0,7.34E-04,5042,0,0,0,0,0,islmsun,0.89,8321.2196
701,TKM,TURKMENISTAN 1991-2010,1991,2010,0,20,0,7.34E-04,5042,0,0,0,0,0,islmgen,0.89,8321.2196
701,TKM,TURKMENISTAN 1991-2010,1991,2010,0,20,0,7.34E-04,5042,0,0,0,0,0,islmsun,0.89,8321.2196
702,TJK,TAJIKISTAN 1991-2010,1991,2010,0,20,0,3.46E-04,7627,0,0,0,0,0,NA,NA,2360.014957
703,KGZ,KYRGYZSTAN 1991-2010,1991,2010,0,20,0,3.17E-04,5334,0,0,1,0,0,NA,NA,4141.077206
704,UZB,UZBEKISTAN 1991-2010,1991,2010,0,20,0,0.00235084421,27769,0,0,0,0,0,islmgen,0.93,4953.961368
705,KAZ,KAZAKHSTAN 1991-2010,1991,2010,0,20,0,0.00319942669,15921,0,0,0,0,0,NA,NA,20751.25724
710,CHN,CHINA 1800-2010,1800,2010,0,211,30,0.2069877535,1359821,0,0,1,0,0,syncgen,0.42,8884.588031
712,MNG,MONGOLIA 1924-1989,1924,1989,0,66,2,4.43E-04,2070,0,0,0,0,0,chrstgen,0.7593,5030.073252
712,MNG,MONGOLIA 1990-2010,1990,2010,1,21,0,2.90E-04,2713,0,0,1,0,0,chrstgen,0.7593,7518.831118
713,TWN,TAIWAN 1949-1995,1949,1995,0,47,3,0.01045517344,21304,0,0,0,0,0,NA,NA,NA
713,TWN,TAIWAN 1996-2010,1996,2010,1,15,0,0.006942108739,23162,0,0,1,0,0,NA,NA,NA
730,NA,KOREA 1800-NA,1800,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,PRK,"KOREA, NORTH 1948-2010",1948,2010,0,63,4,0.01218168624,24501,0,0,0,0,0,nonrelig,0.6432,NA
732,KOR,"KOREA, SOUTH 1948-1959",1948,1959,0,12,4,0.009395923465,24003,0,0,0,0,0,NA,NA,NA
732,KOR,"KOREA, SOUTH 1960-1961",1960,1961,1,1,0,0.008904433809,25766,0,0,0,0,0,NA,NA,12656.39606
732,KOR,"KOREA, SOUTH 1961-1987",1961,1987,0,27,9,0.01587670669,41622,0,1,0,0,0,NA,NA,12656.39606
732,KOR,"KOREA, SOUTH 1988-2010",1988,2010,1,23,0,0.02254671603,48454,0,0,1,0,1,NA,NA,34394.49049
740,JPN,JAPAN 1800-1951,1800,1951,0,152,25,NA,NA,NA,NA,NA,NA,NA,shntgen,0.7655,NA
740,JPN,JAPAN 1952-2010,1952,2010,1,59,0,0.03703579307,127353,0,0,1,0,1,shntgen,0.8474,38069.95604
750,IND,INDIA 1950-2010,1950,2010,1,61,4,0.07947190851,1205625,0,0,1,0,0,hindgen,0.8045,4213.362991
760,BTN,BHUTAN 1907-2010,1907,2010,0,104,0,4.88E-05,717,0,0,0,0,0,NA,NA,7958.226861
769,PAK,PAKISTAN  (INCL. BANGLAD.) 1947-1949,1947,1949,0,3,0,NA,NA,NA,NA,NA,NA,NA,islmgen,0.9,NA
769,PAK,PAKISTAN  (INCL. BANGLAD.) 1947-1949,1947,1949,0,3,0,NA,NA,NA,NA,NA,NA,NA,islmothr,0.9,NA
769,PAK,PAKISTAN  (INCL. BANGLAD.) 1950-1955,1950,1955,1,6,0,NA,NA,NA,NA,NA,NA,NA,islmgen,0.91,NA
769,PAK,PAKISTAN  (INCL. BANGLAD.) 1950-1955,1950,1955,1,6,0,NA,NA,NA,NA,NA,NA,NA,islmothr,0.91,NA
769,PAK,PAKISTAN  (INCL. BANGLAD.) 1956-1971,1956,1971,0,16,0,NA,NA,NA,NA,NA,NA,NA,islmgen,0.9643,3061.533388
769,PAK,PAKISTAN  (INCL. BANGLAD.) 1956-1971,1956,1971,0,16,0,NA,NA,NA,NA,NA,NA,NA,islmothr,0.9643,3061.533388
770,PAK,PAKISTAN 1972-1976,1972,1976,1,5,0,0.009932933375,73205,0,1,0,0,0,islmgen,0.9449,3061.533388
770,PAK,PAKISTAN 1972-1976,1972,1976,1,5,0,0.009932933375,73205,0,1,0,0,0,islmothr,0.9449,3061.533388
770,PAK,PAKISTAN 1977-1987,1977,1987,0,11,0,0.009986359626,102705,0,1,0,0,0,islmgen,0.9538,3061.533388
770,PAK,PAKISTAN 1977-1987,1977,1987,0,11,0,0.009986359626,102705,0,1,0,0,0,islmothr,0.9538,3061.533388
770,PAK,PAKISTAN 1988-1998,1988,1998,1,11,0,0.01337941457,148166,0,0,1,0,0,islmgen,0.955,3307.510088
770,PAK,PAKISTAN 1999-2007,1999,2007,0,9,1,0.01428110246,163928,0,0,1,0,0,islmgen,0.9569,4081.911885
770,PAK,PAKISTAN 2008-2010,2008,2010,1,3,0,0.01405871008,173149,0,0,1,0,0,islmgen,0.9569,4058.00862
771,BGD,BANGLADESH 1971-1990,1971,1990,0,20,0,0.005922645796,109765,0,1,0,0,0,NA,NA,1730.368945
771,BGD,BANGLADESH 1991-2006,1991,2006,1,16,0,0.007134200074,144869,0,0,1,0,0,NA,NA,2806.592691
771,BGD,BANGLADESH 2007-2008,2007,2008,0,2,0,0.007352297194,147970,0,0,1,0,0,NA,NA,3124.226797
771,BGD,BANGLADESH 2009-2010,2009,2010,1,2,0,0.007410582155,151125,0,0,1,0,0,NA,NA,3395.364787
775,MMR,MYANMAR 1948-1957,1948,1957,1,10,0,0.002259819303,20397,0,1,0,0,0,NA,NA,NA
775,MMR,MYANMAR 1958-1959,1958,1959,0,2,0,0.00246642204,21289,0,1,0,0,0,NA,NA,NA
775,MMR,MYANMAR 1960-1961,1960,1961,1,2,0,0.002601052169,22200,0,1,0,0,0,NA,NA,581.6133112
775,MMR,MYANMAR 1962-2010,1962,2010,0,49,0,0.005526534747,51931,0,0,1,0,0,NA,NA,2830.284053
780,LKA,SRI LANKA 1948-1976,1948,1976,1,29,0,9.76E-04,13717,0,1,0,0,0,NA,NA,4011.656201
780,LKA,SRI LANKA 1977-1993,1977,1993,0,17,0,0.001691121026,17619,0,1,0,0,0,NA,NA,4526.591566
780,LKA,SRI LANKA 1994-2009,1994,2009,1,16,0,0.002050638665,20602,0,0,1,0,0,NA,NA,8800.107188
780,LKA,SRI LANKA 2010-NA,2010,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,MDV,MALDIVES 1966-2008,1966,2008,0,43,0,9.75E-06,314,0,0,1,0,0,NA,NA,17788.32575
781,MDV,MALDIVES 2009-2010,2009,2010,1,2,0,9.83E-06,326,0,0,1,0,0,NA,NA,16492.53122
790,NPL,NEPAL 1800-1990,1800,1990,0,191,0,8.73E-04,18111,0,0,0,0,0,NA,NA,1554.602043
790,NPL,NEPAL 1991-2001,1991,2001,1,11,0,0.001218052348,23935,0,0,0,0,0,NA,NA,2084.199999
790,NPL,NEPAL 2002-2007,2002,2007,0,6,0,0.001375886146,25950,0,0,1,0,0,NA,NA,2346.259223
790,NPL,NEPAL 2008-2010,2008,2010,1,3,0,0.001572218142,26846,0,0,1,0,0,NA,NA,2682.698698
800,THA,THAILAND 1800-1974,1800,1974,0,175,16,0.004298403859,40782,0,0,0,0,0,NA,NA,7273.059105
800,THA,THAILAND 1975-1976,1975,1976,1,1,0,0.004540465772,42960,0,0,0,0,0,NA,NA,7273.059105
800,THA,THAILAND 1976-1982,1976,1982,0,7,0,0.005124462303,48709,0,1,0,0,0,NA,NA,7273.059105
800,THA,THAILAND 1983-1990,1983,1990,1,8,0,0.005570677575,55839,0,1,0,0,0,NA,NA,7273.059105
800,THA,THAILAND 1991-1992,1991,1992,0,1,0,0.006252806634,57294,0,1,0,0,0,NA,NA,8277.353327
800,THA,THAILAND 1992-2005,1992,2005,1,14,0,0.007702924311,65559,0,0,1,0,0,NA,NA,12228.6609
800,THA,THAILAND 2006-2010,2006,2010,0,5,0,0.007768936921,66402,0,0,1,0,0,NA,NA,14172.21806
811,KHM,CAMBODIA 1955-2010,1955,2010,0,56,11,0.001548327622,14365,0,0,1,0,0,NA,NA,2706.991816
812,LAO,LAOS 1954-1958,1954,1958,1,5,0,3.91E-04,2220,0,0,0,0,0,budgen,0.6065,NA
812,LAO,LAOS 1954-1958,1954,1958,1,5,0,3.91E-04,2220,0,0,0,0,0,budothr,0.6065,NA
812,LAO,LAOS 1959-2010,1959,2010,0,52,6,5.68E-04,6396,0,0,0,0,0,budgen,0.6773,4793.223985
816,VDR,"VIETNAM, NORTH 1954-NA",1954,NA,0,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,SVR,"VIETNAM, SOUTH 1955-NA",1955,NA,0,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,VNM,VIETNAM 1976-2010,1976,2010,0,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6324.525636
820,MYS,MALAYSIA 1957-2010,1957,2010,0,54,0,0.004432357382,28276,0,0,1,0,0,NA,NA,20171.88063
830,SGP,SINGAPORE 1965-2010,1965,2010,0,46,0,0.002762570046,5079,0,0,1,0,0,NA,NA,78115.21181
835,BRN,BRUNEI 1985-2010,1985,2010,0,26,0,1.52E-04,401,0,0,1,0,0,NA,NA,66484.24154
840,PHL,PHILIPPINES 1935-1945,1935,1945,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,PHL,PHILIPPINES 1946-1964,1946,1964,1,19,4,0.003285222454,30929,0,0,0,0,0,NA,NA,4232.477595
840,PHL,PHILIPPINES 1965-1985,1965,1985,0,21,8,0.004972372204,54668,0,1,0,0,0,NA,NA,4232.477595
840,PHL,PHILIPPINES 1986-2010,1986,2010,1,25,0,0.00555385882,93444,0,0,1,0,0,NA,NA,5876.47814
850,IDN,INDONESIA 1945-1954,1945,1954,0,10,0,0.01150498632,84894,0,1,0,0,0,NA,NA,NA
850,IDN,INDONESIA 1955-1956,1955,1956,1,2,0,0.01237951498,88326,0,1,0,0,0,NA,NA,NA
850,IDN,INDONESIA 1957-1998,1957,1998,0,42,0,0.0149356313,206338,0,0,1,0,0,NA,NA,5474.59757
850,IDN,INDONESIA 1999-2010,1999,2010,1,12,0,0.01432891283,240676,0,0,1,0,0,NA,NA,8212.634454
860,TMP,EAST TIMOR 2002-2010,2002,2010,1,9,0,3.47E-05,1079,0,0,0,0,0,NA,NA,NA
900,AUS,AUSTRALIA 1901-2010,1901,2010,1,110,21,0.007280620746,22404,0,0,1,0,1,chrstgen,0.73,44965.39336
910,PNG,PAPUA NEW GUINEA 1975-2010,1975,2010,1,36,0,2.52E-04,6859,0,0,1,0,0,chrstgen,0.96,3283.715047
920,NZL,NEW ZEALAND 1857-2010,1857,2010,1,154,7,8.14E-04,4368,0,0,1,0,1,NA,NA,37583.11174
935,VUT,VANUATU 1980-2010,1980,2010,1,31,0,6.02E-06,236,0,0,0,0,0,NA,NA,2972.31722
940,SLB,SOLOMON ISLANDS 1978-1999,1978,1999,1,22,0,1.26E-05,430,0,0,1,0,0,NA,NA,2543.395695
940,SLB,SOLOMON ISLANDS 2000-2005,2000,2005,0,6,0,1.25E-05,469,0,0,1,0,0,NA,NA,2087.201042
940,SLB,SOLOMON ISLANDS 2006-2010,2006,2010,1,5,0,1.32E-05,526,0,0,1,0,0,NA,NA,2411.070957
946,KIR,KIRIBATI 1997-2010,1997,2010,1,14,0,2.40E-06,98,0,0,0,0,0,chrstgen,0.96,1819.201351
947,TUV,TUVALU 1978-2010,1978,2010,1,33,0,2.50E-07,10,0,0,0,0,0,chrstgen,0.9699,3334.607075
950,FJI,FIJI 1970-1986,1970,1986,1,17,0,7.03E-05,714,0,0,0,0,0,NA,NA,7889.878577
950,FJI,FIJI 1987-2010,1987,2010,0,24,0,6.21E-05,861,0,0,1,0,0,NA,NA,10019.4125
955,TON,TONGA 1970-2010,1970,2010,0,41,0,2.58E-06,104,0,0,1,0,0,chrstgen,0.9421,5002.632287
970,NRU,NAURU 1968-2010,1968,2010,1,43,0,2.67E-07,10,0,0,0,0,0,NA,NA,6536.332724
983,MHL,MARSHALL ISLANDS 1992-2010,1992,2010,1,19,0,1.38E-06,52,0,0,0,0,0,NA,NA,3767.676065
986,PLW,PALAU 1995-2010,1995,2010,1,16,0,5.85E-07,20,0,0,0,0,0,NA,NA,14744.528
987,FSM,"MICRONESIA, FED. 1992-2010",1992,2010,1,19,0,1.21E-05,498,0,0,0,0,0,chrstgen,0.8651,3500.29508
990,WSM,SAMOA (WESTERN) 1962-2010,1962,2010,0,49,0,4.82E-06,186,0,0,0,0,0,chrstgen,0.9538,5808.303908